DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME,,,,,
2011.05.05,00:00:00,1,48245,1,48993,1,45105,1,45388,-1,0
2011.05.06,00:00:00,1,45415,1,45878,1,43113,1,43158,-1,0
2011.05.09,00:00:00,1,43688,1,44415,1,42548,1,43655,-1,0
2011.05.10,00:00:00,1,43655,1,44130,1,42710,1,44095,-1,0
2011.05.11,00:00:00,1,44078,1,44233,1,41725,1,41923,-1,0
2011.05.12,00:00:00,1,41973,1,42768,1,41238,1,42463,-1,0
2011.05.13,00:00:00,1,42453,1,43393,1,40670,1,41185,-1,0
2011.05.16,00:00:00,1,40905,1,42448,1,40485,1,41560,-1,0
2011.05.17,00:00:00,1,41538,1,42385,1,41210,1,42373,-1,0
2011.05.18,00:00:00,1,42360,1,42870,1,41953,1,42493,-1,0
2011.05.19,00:00:00,1,42445,1,43250,1,42065,1,43103,-1,0
2011.05.20,00:00:00,1,43143,1,43458,1,41338,1,41613,-1,0
2011.05.23,00:00:00,1,41443,1,41443,1,39698,1,40475,-1,0
2011.05.24,00:00:00,1,40498,1,41333,1,40028,1,41000,-1,0
2011.05.25,00:00:00,1,41020,1,41185,1,40135,1,40878,-1,0
2011.05.26,00:00:00,1,40870,1,42065,1,40685,1,41445,-1,0
2011.05.27,00:00:00,1,41400,1,43238,1,41263,1,43190,-1,0
2011.05.30,00:00:00,1,43098,1,43208,1,42573,1,42815,-1,0
2011.05.31,00:00:00,1,42833,1,44240,1,42798,1,43960,-1,0
2011.06.01,00:00:00,1,43958,1,44588,1,43213,1,43283,-1,0
2011.06.02,00:00:00,1,43140,1,45138,1,43108,1,44913,-1,0
2011.06.03,00:00:00,1,44918,1,46428,1,44508,1,46348,-1,0
2011.06.06,00:00:00,1,46215,1,46583,1,45575,1,45758,-1,0
2011.06.07,00:00:00,1,45743,1,46958,1,45640,1,46913,-1,0
2011.06.08,00:00:00,1,46898,1,46938,1,45645,1,45833,-1,0
2011.06.09,00:00:00,1,45788,1,46533,1,44780,1,45108,-1,0
2011.06.10,00:00:00,1,45068,1,45510,1,43225,1,43468,-1,0
2011.06.13,00:00:00,1,43283,1,44305,1,43215,1,44133,-1,0
2011.06.14,00:00:00,1,44158,1,44975,1,43785,1,44400,-1,0
2011.06.15,00:00:00,1,44405,1,44515,1,41565,1,41793,-1,0
2011.06.16,00:00:00,1,41703,1,42195,1,40738,1,42053,-1,0
2011.06.17,00:00:00,1,42103,1,43393,1,41278,1,43053,-1,0
2011.06.20,00:00:00,1,42878,1,43273,1,41918,1,43043,-1,0
2011.06.21,00:00:00,1,43073,1,44228,1,43038,1,44115,-1,0
2011.06.22,00:00:00,1,44113,1,44418,1,43418,1,43555,-1,0
2011.06.23,00:00:00,1,43543,1,43545,1,41273,1,42565,-1,0
2011.06.24,00:00:00,1,42620,1,43068,1,41420,1,41885,-1,0
2011.06.27,00:00:00,1,41883,1,42935,1,41030,1,42870,-1,0
2011.06.28,00:00:00,1,42855,1,43973,1,42373,1,43710,-1,0
2011.06.29,00:00:00,1,43690,1,44483,1,43315,1,44350,-1,0
2011.06.30,00:00:00,1,44353,1,45378,1,44275,1,45020,-1,0
2011.07.01,00:00:00,1,45045,1,45518,1,44368,1,45268,-1,0
2011.07.04,00:00:00,1,45405,1,45778,1,44958,1,45393,-1,0
2011.07.05,00:00:00,1,45403,1,45535,1,43968,1,44290,-1,0
2011.07.06,00:00:00,1,44240,1,44668,1,42865,1,43190,-1,0
2011.07.07,00:00:00,1,43168,1,43743,1,42213,1,43635,-1,0
2011.07.08,00:00:00,1,43623,1,43690,1,42068,1,42650,-1,0
2011.07.11,00:00:00,1,42165,1,42275,1,39865,1,40283,-1,0
2011.07.12,00:00:00,1,40298,1,40618,1,38373,1,39763,-1,0
2011.07.13,00:00:00,1,39705,1,41925,1,39518,1,41685,-1,0
2011.07.14,00:00:00,1,41763,1,42820,1,41158,1,41428,-1,0
2011.07.15,00:00:00,1,41458,1,41988,1,40925,1,41578,-1,0
2011.07.18,00:00:00,1,41258,1,41340,1,40148,1,41125,-1,0
2011.07.19,00:00:00,1,41105,1,42173,1,40693,1,41553,-1,0
2011.07.20,00:00:00,1,41570,1,42393,1,41335,1,42158,-1,0
2011.07.21,00:00:00,1,42185,1,44343,1,41393,1,44248,-1,0
2011.07.22,00:00:00,1,44278,1,44378,1,43245,1,43588,-1,0
2011.07.25,00:00:00,1,43938,1,44175,1,43253,1,43768,-1,0
2011.07.26,00:00:00,1,43755,1,45255,1,43575,1,45115,-1,0
2011.07.27,00:00:00,1,45123,1,45360,1,43390,1,43688,-1,0
2011.07.28,00:00:00,1,43668,1,44005,1,42545,1,43338,-1,0
2011.07.29,00:00:00,1,43318,1,44133,1,42303,1,43988,-1,0
2011.08.01,00:00:00,1,43653,1,44535,1,41858,1,42500,-1,0
2011.08.02,00:00:00,1,42505,1,42828,1,41515,1,42043,-1,0
2011.08.03,00:00:00,1,41935,1,43445,1,41438,1,43235,-1,0
2011.08.04,00:00:00,1,43243,1,43715,1,40888,1,40920,-1,0
2011.08.05,00:00:00,1,41025,1,42978,1,40563,1,42820,-1,0
2011.08.08,00:00:00,1,44005,1,44015,1,41303,1,41780,-1,0
2011.08.09,00:00:00,1,41728,1,43765,1,41525,1,43750,-1,0
2011.08.10,00:00:00,1,43730,1,44013,1,41623,1,41778,-1,0
2011.08.11,00:00:00,1,41735,1,42943,1,41038,1,42405,-1,0
2011.08.12,00:00:00,1,42430,1,42915,1,41503,1,42480,-1,0
2011.08.15,00:00:00,1,42575,1,44773,1,42563,1,44448,-1,0
2011.08.16,00:00:00,1,44443,1,44725,1,43548,1,44075,-1,0
2011.08.17,00:00:00,1,44100,1,45175,1,43250,1,44260,-1,0
2011.08.18,00:00:00,1,44243,1,44518,1,42713,1,43325,-1,0
2011.08.19,00:00:00,1,43283,1,44525,1,42590,1,43968,-1,0
2011.08.22,00:00:00,1,43753,1,44343,1,43475,1,43583,-1,0
2011.08.23,00:00:00,1,43623,1,44998,1,43538,1,44408,-1,0
2011.08.24,00:00:00,1,44370,1,44818,1,43815,1,44143,-1,0
2011.08.25,00:00:00,1,44165,1,44743,1,43283,1,43798,-1,0
2011.08.26,00:00:00,1,43798,1,45015,1,43290,1,44990,-1,0
2011.08.29,00:00:00,1,45030,1,45495,1,44663,1,45110,-1,0
2011.08.30,00:00:00,1,45113,1,45338,1,43850,1,44418,-1,0
2011.08.31,00:00:00,1,44468,1,44688,1,43593,1,43695,-1,0
2011.09.01,00:00:00,1,43785,1,43853,1,42268,1,42595,-1,0
2011.09.02,00:00:00,1,42623,1,42878,1,41845,1,42053,-1,0
2011.09.05,00:00:00,1,41680,1,41740,1,40608,1,40978,-1,0
2011.09.06,00:00:00,1,40953,1,42835,1,39725,1,39980,-1,0
2011.09.07,00:00:00,1,39973,1,41488,1,39923,1,40980,-1,0
2011.09.08,00:00:00,1,40985,1,40993,1,38728,1,38828,-1,0
2011.09.09,00:00:00,1,38850,1,39368,1,36275,1,36568,-1,0
2011.09.12,00:00:00,1,35963,1,36948,1,34995,1,36783,-1,0
2011.09.13,00:00:00,1,36690,1,37393,1,35583,1,36783,-1,0
2011.09.14,00:00:00,1,36795,1,37835,1,35918,1,37550,-1,0
2011.09.15,00:00:00,1,37455,1,39368,1,37038,1,38773,-1,0
2011.09.16,00:00:00,1,38838,1,38933,1,37543,1,37955,-1,0
2011.09.19,00:00:00,1,37078,1,37208,1,35870,1,36850,-1,0
2011.09.20,00:00:00,1,36855,1,37445,1,35935,1,37018,-1,0
2011.09.21,00:00:00,1,37053,1,37983,1,35635,1,35725,-1,0
2011.09.22,00:00:00,1,35613,1,36008,1,33860,1,34643,-1,0
2011.09.23,00:00:00,1,34585,1,35673,1,34188,1,35005,-1,0
2011.09.26,00:00:00,1,35243,1,35508,1,33633,1,35328,-1,0
2011.09.27,00:00:00,1,35425,1,36683,1,34798,1,35833,-1,0
2011.09.28,00:00:00,1,35925,1,36900,1,35333,1,35420,-1,0
2011.09.29,00:00:00,1,35393,1,36788,1,35198,1,35970,-1,0
2011.09.30,00:00:00,1,35930,1,36010,1,33840,1,33880,-1,0
2011.10.03,00:00:00,1,33533,1,33813,1,31678,1,31768,-1,0
2011.10.04,00:00:00,1,31705,1,33693,1,31458,1,33493,-1,0
2011.10.05,00:00:00,1,33465,1,33840,1,32605,1,33480,-1,0
2011.10.06,00:00:00,1,33465,1,34505,1,32423,1,34375,-1,0
2011.10.07,00:00:00,1,34365,1,35248,1,33618,1,33775,-1,0
2011.10.10,00:00:00,1,33965,1,36985,1,33780,1,36425,-1,0
2011.10.11,00:00:00,1,36425,1,36838,1,35655,1,36395,-1,0
2011.10.12,00:00:00,1,36440,1,38333,1,35830,1,37918,-1,0
2011.10.13,00:00:00,1,37860,1,38263,1,36853,1,37773,-1,0
2011.10.14,00:00:00,1,37763,1,38943,1,37235,1,38823,-1,0
2011.10.17,00:00:00,1,38705,1,39145,1,37258,1,37375,-1,0
2011.10.18,00:00:00,1,37375,1,38178,1,36530,1,37520,-1,0
2011.10.19,00:00:00,1,37363,1,38690,1,37255,1,37603,-1,0
2011.10.20,00:00:00,1,37590,1,38430,1,36568,1,37798,-1,0
2011.10.21,00:00:00,1,37763,1,39013,1,37043,1,38963,-1,0
2011.10.24,00:00:00,1,38658,1,39563,1,38228,1,39290,-1,0
2011.10.25,00:00:00,1,39300,1,39603,1,38493,1,39078,-1,0
2011.10.26,00:00:00,1,39068,1,39753,1,37993,1,39065,-1,0
2011.10.27,00:00:00,1,39068,1,42470,1,38645,1,41888,-1,0
2011.10.28,00:00:00,1,41935,1,42005,1,41340,1,41478,-1,0
2011.10.31,00:00:00,1,41523,1,41705,1,38288,1,38575,-1,0
2011.11.01,00:00:00,1,38555,1,38713,1,36088,1,37038,-1,0
2011.11.02,00:00:00,1,36968,1,38278,1,36368,1,37473,-1,0
2011.11.03,00:00:00,1,37458,1,38553,1,36568,1,38228,-1,0
2011.11.04,00:00:00,1,38143,1,38723,1,37113,1,37915,-1,0
2011.11.07,00:00:00,1,38135,1,38308,1,36818,1,37763,-1,0
2011.11.08,00:00:00,1,37698,1,38473,1,37248,1,38338,-1,0
2011.11.09,00:00:00,1,38325,1,38588,1,35238,1,35425,-1,0
2011.11.10,00:00:00,1,35425,1,36530,1,34845,1,36063,-1,0
2011.11.11,00:00:00,1,36070,1,37948,1,35785,1,37495,-1,0
2011.11.14,00:00:00,1,37983,1,38015,1,35918,1,36333,-1,0
2011.11.15,00:00:00,1,36328,1,36408,1,34965,1,35395,-1,0
2011.11.16,00:00:00,1,35325,1,35573,1,34293,1,34635,-1,0
2011.11.17,00:00:00,1,34525,1,35403,1,34220,1,34580,-1,0
2011.11.18,00:00:00,1,34618,1,36143,1,34473,1,35248,-1,0
2011.11.21,00:00:00,1,35213,1,35408,1,34303,1,34893,-1,0
2011.11.22,00:00:00,1,34875,1,35685,1,34693,1,35053,-1,0
2011.11.23,00:00:00,1,35088,1,35313,1,33208,1,33425,-1,0
2011.11.24,00:00:00,1,33483,1,34115,1,33168,1,33468,-1,0
2011.11.25,00:00:00,1,33488,1,33518,1,32123,1,32385,-1,0
2011.11.28,00:00:00,1,32940,1,33988,1,32730,1,33195,-1,0
2011.11.29,00:00:00,1,33125,1,34443,1,32860,1,33165,-1,0
2011.11.30,00:00:00,1,33093,1,35323,1,32595,1,34460,-1,0
2011.12.01,00:00:00,1,34413,1,35213,1,34175,1,34618,-1,0
2011.12.02,00:00:00,1,34630,1,35488,1,33633,1,33923,-1,0
2011.12.05,00:00:00,1,34175,1,34868,1,33753,1,34010,-1,0
2011.12.06,00:00:00,1,34003,1,34278,1,33338,1,34010,-1,0
2011.12.07,00:00:00,1,34030,1,34533,1,33513,1,34118,-1,0
2011.12.08,00:00:00,1,34148,1,34595,1,32893,1,33408,-1,0
2011.12.09,00:00:00,1,33445,1,34340,1,32818,1,33870,-1,0
2011.12.12,00:00:00,1,33768,1,33773,1,31633,1,31878,-1,0
2011.12.13,00:00:00,1,31833,1,32368,1,30093,1,30368,-1,0
2011.12.14,00:00:00,1,30348,1,30645,1,29463,1,29828,-1,0
2011.12.15,00:00:00,1,29858,1,30498,1,29573,1,30158,-1,0
2011.12.16,00:00:00,1,30138,1,30843,1,29958,1,30455,-1,0
2011.12.19,00:00:00,1,30378,1,30438,1,29833,1,29983,-1,0
2011.12.20,00:00:00,1,29983,1,31318,1,29943,1,30823,-1,0
2011.12.21,00:00:00,1,30755,1,31973,1,30253,1,30475,-1,0
2011.12.22,00:00:00,1,30488,1,31193,1,30178,1,30513,-1,0
2011.12.23,00:00:00,1,30518,1,30958,1,30263,1,30458,-1,0
2011.12.26,00:00:00,1,30433,1,30825,1,30433,1,30613,-1,0
2011.12.27,00:00:00,1,30583,1,30838,1,30433,1,30708,-1,0
2011.12.28,00:00:00,1,30700,1,30803,1,29120,1,29413,-1,0
2011.12.29,00:00:00,1,29405,1,29648,1,28583,1,29615,-1,0
2011.12.30,00:00:00,1,29588,1,29988,1,29043,1,29595,-1,0
2012.01.02,00:00:00,1,29468,1,29698,1,29178,1,29348,-1,0
2012.01.03,00:00:00,1,29330,1,30768,1,29328,1,30495,-1,0
2012.01.04,00:00:00,1,30535,1,30728,1,28983,1,29430,-1,0
2012.01.05,00:00:00,1,29445,1,29468,1,27713,1,27885,-1,0
2012.01.06,00:00:00,1,27870,1,28128,1,26978,1,27168,-1,0
2012.01.09,00:00:00,1,27025,1,27855,1,26668,1,27648,-1,0
2012.01.10,00:00:00,1,27620,1,28183,1,27433,1,27778,-1,0
2012.01.11,00:00:00,1,27763,1,27898,1,26633,1,27068,-1,0
2012.01.12,00:00:00,1,27110,1,28453,1,26993,1,28145,-1,0
2012.01.13,00:00:00,1,28163,1,28783,1,26243,1,26798,-1,0
2012.01.16,00:00:00,1,26408,1,26878,1,26263,1,26668,-1,0
2012.01.17,00:00:00,1,26655,1,28088,1,26498,1,27368,-1,0
2012.01.18,00:00:00,1,27395,1,28683,1,27345,1,28638,-1,0
2012.01.19,00:00:00,1,28565,1,29713,1,28393,1,29683,-1,0
2012.01.20,00:00:00,1,29600,1,29863,1,28873,1,29310,-1,0
2012.01.23,00:00:00,1,28788,1,30528,1,28763,1,30145,-1,0
2012.01.24,00:00:00,1,30225,1,30628,1,29538,1,30358,-1,0
2012.01.25,00:00:00,1,30353,1,31208,1,29313,1,31065,-1,0
2012.01.26,00:00:00,1,31053,1,31843,1,30908,1,31088,-1,0
2012.01.27,00:00:00,1,31050,1,32343,1,30778,1,32205,-1,0
2012.01.30,00:00:00,1,32163,1,32215,1,30768,1,31435,-1,0
2012.01.31,00:00:00,1,31415,1,32133,1,30423,1,30838,-1,0
2012.02.01,00:00:00,1,30805,1,32183,1,30263,1,31608,-1,0
2012.02.02,00:00:00,1,31663,1,31968,1,30858,1,31440,-1,0
2012.02.03,00:00:00,1,31485,1,32060,1,30665,1,31575,-1,0
2012.02.06,00:00:00,1,31185,1,31415,1,30278,1,31300,-1,0
2012.02.07,00:00:00,1,31313,1,32700,1,30895,1,32608,-1,0
2012.02.08,00:00:00,1,32590,1,32888,1,32213,1,32605,-1,0
2012.02.09,00:00:00,1,32605,1,33210,1,32163,1,32858,-1,0
2012.02.10,00:00:00,1,32860,1,32908,1,31558,1,31983,-1,0
2012.02.13,00:00:00,1,32095,1,32843,1,31865,1,31868,-1,0
2012.02.14,00:00:00,1,31875,1,32158,1,30803,1,31338,-1,0
2012.02.15,00:00:00,1,31270,1,31908,1,30443,1,30663,-1,0
2012.02.16,00:00:00,1,30635,1,31588,1,29753,1,31303,-1,0
2012.02.17,00:00:00,1,31323,1,31975,1,31153,1,31395,-1,0
2012.02.20,00:00:00,1,31993,1,32768,1,31825,1,32443,-1,0
2012.02.21,00:00:00,1,32425,1,32930,1,31873,1,32345,-1,0
2012.02.22,00:00:00,1,32363,1,32668,1,32118,1,32485,-1,0
2012.02.23,00:00:00,1,32490,1,33783,1,32318,1,33728,-1,0
2012.02.24,00:00:00,1,33705,1,34863,1,33575,1,34483,-1,0
2012.02.27,00:00:00,1,34718,1,34765,1,33668,1,33973,-1,0
2012.02.28,00:00:00,1,33960,1,34713,1,33895,1,34583,-1,0
2012.02.29,00:00:00,1,34588,1,34858,1,33150,1,33248,-1,0
2012.03.01,00:00:00,1,33293,1,33563,1,32823,1,33108,-1,0
2012.03.02,00:00:00,1,33158,1,33328,1,31873,1,31980,-1,0
2012.03.05,00:00:00,1,31930,1,32413,1,31603,1,32168,-1,0
2012.03.06,00:00:00,1,32170,1,32263,1,31035,1,31123,-1,0
2012.03.07,00:00:00,1,31140,1,31643,1,30968,1,31495,-1,0
2012.03.08,00:00:00,1,31485,1,32913,1,31355,1,32740,-1,0
2012.03.09,00:00:00,1,32690,1,32780,1,30968,1,31233,-1,0
2012.03.12,00:00:00,1,31083,1,31588,1,30793,1,31548,-1,0
2012.03.13,00:00:00,1,31528,1,31915,1,30523,1,30840,-1,0
2012.03.14,00:00:00,1,30845,1,30903,1,30113,1,30325,-1,0
2012.03.15,00:00:00,1,30448,1,31195,1,30043,1,30803,-1,0
2012.03.16,00:00:00,1,30795,1,31868,1,30493,1,31748,-1,0
2012.03.19,00:00:00,1,31765,1,32653,1,31420,1,32385,-1,0
2012.03.20,00:00:00,1,32415,1,32523,1,31725,1,32253,-1,0
2012.03.21,00:00:00,1,32245,1,32853,1,31788,1,32160,-1,0
2012.03.22,00:00:00,1,32120,1,32548,1,31343,1,32008,-1,0
2012.03.23,00:00:00,1,31960,1,32935,1,31913,1,32700,-1,0
2012.03.26,00:00:00,1,32713,1,33678,1,31923,1,33590,-1,0
2012.03.27,00:00:00,1,33578,1,33858,1,33130,1,33138,-1,0
2012.03.28,00:00:00,1,33188,1,33738,1,32778,1,33170,-1,0
2012.03.29,00:00:00,1,33165,1,33458,1,32523,1,33023,-1,0
2012.03.30,00:00:00,1,33013,1,33763,1,32945,1,33428,-1,0
2012.04.02,00:00:00,1,33620,1,33803,1,32788,1,33203,-1,0
2012.04.03,00:00:00,1,33268,1,33675,1,32138,1,32335,-1,0
2012.04.04,00:00:00,1,32345,1,32393,1,31078,1,31420,-1,0
2012.04.05,00:00:00,1,31418,1,31643,1,30355,1,30653,-1,0
2012.04.06,00:00:00,1,30658,1,31123,1,30528,1,30978,-1,0
2012.04.09,00:00:00,1,31025,1,31338,1,30338,1,31058,-1,0
2012.04.10,00:00:00,1,31065,1,31443,1,30543,1,30818,-1,0
2012.04.11,00:00:00,1,30813,1,31568,1,30668,1,31098,-1,0
2012.04.12,00:00:00,1,31095,1,32125,1,31023,1,31878,-1,0
2012.04.13,00:00:00,1,31858,1,32013,1,30698,1,30783,-1,0
2012.04.16,00:00:00,1,30708,1,31478,1,29953,1,31413,-1,0
2012.04.17,00:00:00,1,31368,1,31728,1,30908,1,31263,-1,0
2012.04.18,00:00:00,1,31258,1,31408,1,30583,1,31230,-1,0
2012.04.19,00:00:00,1,31218,1,31660,1,30698,1,31373,-1,0
2012.04.20,00:00:00,1,31355,1,32270,1,31288,1,32195,-1,0
2012.04.23,00:00:00,1,31958,1,32103,1,31048,1,31568,-1,0
2012.04.24,00:00:00,1,31555,1,32183,1,31453,1,31968,-1,0
2012.04.25,00:00:00,1,31950,1,32368,1,31740,1,32173,-1,0
2012.04.26,00:00:00,1,32223,1,32628,1,31983,1,32193,-1,0
2012.04.27,00:00:00,1,32075,1,32703,1,31573,1,32538,-1,0
2012.04.30,00:00:00,1,32398,1,32668,1,32083,1,32390,-1,0
2012.05.01,00:00:00,1,32398,1,32838,1,32045,1,32368,-1,0
2012.05.02,00:00:00,1,32378,1,32418,1,31223,1,31585,-1,0
2012.05.03,00:00:00,1,31588,1,31808,1,30953,1,31523,-1,0
2012.05.04,00:00:00,1,31515,1,31788,1,30808,1,30843,-1,0
2012.05.07,00:00:00,1,30183,1,30648,1,29553,1,30505,-1,0
2012.05.08,00:00:00,1,30533,1,30658,1,29828,1,30058,-1,0
2012.05.09,00:00:00,1,30065,1,30065,1,29118,1,29290,-1,0
2012.05.10,00:00:00,1,29320,1,29798,1,29248,1,29360,-1,0
2012.05.11,00:00:00,1,29378,1,29573,1,29053,1,29175,-1,0
2012.05.14,00:00:00,1,28953,1,29043,1,28218,1,28228,-1,0
2012.05.15,00:00:00,1,28258,1,28693,1,27218,1,27295,-1,0
2012.05.16,00:00:00,1,27310,1,27593,1,26818,1,27160,-1,0
2012.05.17,00:00:00,1,27153,1,27493,1,26673,1,26985,-1,0
2012.05.18,00:00:00,1,26948,1,27945,1,26423,1,27800,-1,0
2012.05.21,00:00:00,1,27693,1,28245,1,27255,1,28175,-1,0
2012.05.22,00:00:00,1,28158,1,28173,1,26583,1,26838,-1,0
2012.05.23,00:00:00,1,26855,1,26875,1,25458,1,25820,-1,0
2012.05.24,00:00:00,1,25860,1,26203,1,25163,1,25328,-1,0
2012.05.25,00:00:00,1,25385,1,26028,1,24968,1,25168,-1,0
2012.05.28,00:00:00,1,25623,1,26243,1,25253,1,25415,-1,0
2012.05.29,00:00:00,1,25415,1,25748,1,24618,1,25030,-1,0
2012.05.30,00:00:00,1,24988,1,24995,1,23613,1,23670,-1,0
2012.05.31,00:00:00,1,23700,1,24288,1,23368,1,23655,-1,0
2012.06.01,00:00:00,1,23608,1,24580,1,22885,1,24345,-1,0
2012.06.04,00:00:00,1,24263,1,25098,1,23863,1,24993,-1,0
2012.06.05,00:00:00,1,24978,1,25425,1,24103,1,24525,-1,0
2012.06.06,00:00:00,1,24535,1,25858,1,24410,1,25810,-1,0
2012.06.07,00:00:00,1,25728,1,26253,1,25403,1,25605,-1,0
2012.06.08,00:00:00,1,25605,1,25748,1,24355,1,25185,-1,0
2012.06.11,00:00:00,1,26355,1,26683,1,24808,1,24828,-1,0
2012.06.12,00:00:00,1,24703,1,25288,1,24428,1,25035,-1,0
2012.06.13,00:00:00,1,25138,1,26103,1,24743,1,25573,-1,0
2012.06.14,00:00:00,1,25568,1,26365,1,25423,1,26333,-1,0
2012.06.15,00:00:00,1,26328,1,26648,1,25923,1,26395,-1,0
2012.06.18,00:00:00,1,27005,1,27475,1,25575,1,25758,-1,0
2012.06.19,00:00:00,1,25758,1,27308,1,25690,1,26853,-1,0
2012.06.20,00:00:00,1,26875,1,27428,1,26383,1,27075,-1,0
2012.06.21,00:00:00,1,27053,1,27065,1,25318,1,25408,-1,0
2012.06.22,00:00:00,1,25428,1,25838,1,25198,1,25698,-1,0
2012.06.25,00:00:00,1,25523,1,25583,1,24713,1,25043,-1,0
2012.06.26,00:00:00,1,25040,1,25308,1,24423,1,24918,-1,0
2012.06.27,00:00:00,1,24910,1,25083,1,24458,1,24690,-1,0
2012.06.28,00:00:00,1,24700,1,25243,1,24075,1,24435,-1,0
2012.06.29,00:00:00,1,24418,1,26928,1,24333,1,26670,-1,0
2012.07.02,00:00:00,1,26763,1,26768,1,25683,1,25788,-1,0
2012.07.03,00:00:00,1,25808,1,26263,1,25593,1,26080,-1,0
2012.07.04,00:00:00,1,26068,1,26078,1,25083,1,25268,-1,0
2012.07.05,00:00:00,1,25228,1,25388,1,23643,1,23915,-1,0
2012.07.06,00:00:00,1,23935,1,24015,1,22603,1,22868,-1,0
2012.07.09,00:00:00,1,22663,1,23243,1,22565,1,23128,-1,0
2012.07.10,00:00:00,1,23178,1,23338,1,22358,1,22500,-1,0
2012.07.11,00:00:00,1,22523,1,22968,1,22133,1,22383,-1,0
2012.07.12,00:00:00,1,22378,1,22485,1,21678,1,22035,-1,0
2012.07.13,00:00:00,1,21998,1,22568,1,21628,1,22495,-1,0
2012.07.16,00:00:00,1,22613,1,22898,1,21758,1,22730,-1,0
2012.07.17,00:00:00,1,22710,1,23173,1,21893,1,22945,-1,0
2012.07.18,00:00:00,1,22908,1,23063,1,22173,1,22833,-1,0
2012.07.19,00:00:00,1,22793,1,23238,1,22293,1,22810,-1,0
2012.07.20,00:00:00,1,22793,1,22828,1,21445,1,21578,-1,0
2012.07.23,00:00:00,1,21278,1,21448,1,20675,1,21175,-1,0
2012.07.24,00:00:00,1,21190,1,21380,1,20423,1,20593,-1,0
2012.07.25,00:00:00,1,20640,1,21703,1,20538,1,21580,-1,0
2012.07.26,00:00:00,1,21520,1,23293,1,21178,1,22835,-1,0
2012.07.27,00:00:00,1,22828,1,23898,1,22418,1,23228,-1,0
2012.07.30,00:00:00,1,23043,1,23105,1,22253,1,22605,-1,0
2012.07.31,00:00:00,1,22603,1,23298,1,22493,1,23043,-1,0
2012.08.01,00:00:00,1,23020,1,23365,1,22185,1,22253,-1,0
2012.08.02,00:00:00,1,22268,1,24050,1,21343,1,21803,-1,0
2012.08.03,00:00:00,1,21845,1,23925,1,21668,1,23860,-1,0
2012.08.06,00:00:00,1,23943,1,24433,1,23418,1,24008,-1,0
2012.08.07,00:00:00,1,23978,1,24418,1,23763,1,23993,-1,0
2012.08.08,00:00:00,1,23975,1,24023,1,23268,1,23655,-1,0
2012.08.09,00:00:00,1,23628,1,23873,1,22673,1,23058,-1,0
2012.08.10,00:00:00,1,23045,1,23168,1,22418,1,22890,-1,0
2012.08.13,00:00:00,1,22908,1,23733,1,22613,1,23323,-1,0
2012.08.14,00:00:00,1,23335,1,23858,1,23173,1,23220,-1,0
2012.08.15,00:00:00,1,23205,1,23438,1,22643,1,22903,-1,0
2012.08.16,00:00:00,1,22885,1,23728,1,22563,1,23560,-1,0
2012.08.17,00:00:00,1,23563,1,23823,1,22893,1,23340,-1,0
2012.08.20,00:00:00,1,23385,1,23688,1,22953,1,23458,-1,0
2012.08.21,00:00:00,1,23460,1,24878,1,23425,1,24728,-1,0
2012.08.22,00:00:00,1,24738,1,25383,1,24313,1,25293,-1,0
2012.08.23,00:00:00,1,25293,1,25898,1,25240,1,25635,-1,0
2012.08.24,00:00:00,1,25625,1,25680,1,24818,1,25128,-1,0
2012.08.27,00:00:00,1,25103,1,25358,1,24903,1,24993,-1,0
2012.08.28,00:00:00,1,24975,1,25768,1,24655,1,25648,-1,0
2012.08.29,00:00:00,1,25645,1,25733,1,25188,1,25298,-1,0
2012.08.30,00:00:00,1,25300,1,25638,1,24878,1,25063,-1,0
2012.08.31,00:00:00,1,25083,1,26378,1,24938,1,25790,-1,0
2012.09.03,00:00:00,1,25798,1,26113,1,25603,1,25925,-1,0
2012.09.04,00:00:00,1,25935,1,26278,1,25548,1,25663,-1,0
2012.09.05,00:00:00,1,25660,1,26243,1,25018,1,26008,-1,0
2012.09.06,00:00:00,1,26033,1,26523,1,25615,1,26308,-1,0
2012.09.07,00:00:00,1,26318,1,28183,1,26265,1,28168,-1,0
2012.09.10,00:00:00,1,28090,1,28100,1,27558,1,27588,-1,0
2012.09.11,00:00:00,1,27563,1,28713,1,27553,1,28548,-1,0
2012.09.12,00:00:00,1,28510,1,29368,1,28163,1,28995,-1,0
2012.09.13,00:00:00,1,29000,1,30018,1,28568,1,29885,-1,0
2012.09.14,00:00:00,1,29878,1,31688,1,29803,1,31285,-1,0
2012.09.17,00:00:00,1,31240,1,31718,1,30838,1,31173,-1,0
2012.09.18,00:00:00,1,31130,1,31193,1,30295,1,30475,-1,0
2012.09.19,00:00:00,1,30443,1,30850,1,29933,1,30488,-1,0
2012.09.20,00:00:00,1,30498,1,30590,1,29198,1,29685,-1,0
2012.09.21,00:00:00,1,29668,1,30478,1,29558,1,29800,-1,0
2012.09.24,00:00:00,1,29838,1,29908,1,28913,1,29305,-1,0
2012.09.25,00:00:00,1,29308,1,29708,1,28865,1,29015,-1,0
2012.09.26,00:00:00,1,29058,1,29128,1,28353,1,28733,-1,0
2012.09.27,00:00:00,1,28695,1,29283,1,28293,1,29133,-1,0
2012.09.28,00:00:00,1,29128,1,29598,1,28393,1,28593,-1,0
