<DATE>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2018.03.14,1.23921,1.24119,1.23464,1.23657,86534,
2018.03.15,1.23655,1.23829,1.22995,1.23043,88854,
2018.03.16,1.23042,1.23353,1.22594,1.22885,80838,
2018.03.19,1.22881,1.23543,1.22573,1.23337,97603,
2018.03.20,1.23338,1.23540,1.22388,1.22427,93910,
2018.03.21,1.22427,1.23491,1.22411,1.23377,81004,
2018.03.22,1.23377,1.23874,1.22934,1.23045,87165,
2018.03.23,1.23046,1.23697,1.23035,1.23525,85176,
2018.03.26,1.23503,1.24609,1.23471,1.24405,94516,
2018.03.27,1.24403,1.24759,1.23715,1.24019,95972,
2018.03.28,1.24017,1.24210,1.22994,1.23074,91018,
2018.03.29,1.23077,1.23347,1.22840,1.22993,91508,
2018.03.30,1.22993,1.23302,1.22883,1.23195,81711,
2018.04.02,1.23198,1.23441,1.22808,1.23007,64480,
2018.04.03,1.23002,1.23352,1.22529,1.22697,99038,
2018.04.04,1.22697,1.23082,1.22562,1.22768,60206,
2018.04.05,1.22767,1.22895,1.22205,1.22392,48712,
2018.04.06,1.22392,1.22880,1.22197,1.22834,52942,
2018.04.09,1.22845,1.23298,1.22619,1.23196,107235,
2018.04.10,1.23198,1.23748,1.23021,1.23587,83180,
2018.04.11,1.23587,1.23951,1.23520,1.23660,67981,
2018.04.12,1.23660,1.23793,1.22986,1.23256,92175,
2018.04.13,1.23259,1.23432,1.23079,1.23300,87411,
2018.04.16,1.23309,1.23939,1.23214,1.23783,86782,
2018.04.17,1.23783,1.24130,1.23389,1.23686,88370,
2018.04.18,1.23687,1.23965,1.23407,1.23840,88719,
2018.04.19,1.23840,1.23992,1.23283,1.23444,94671,
2018.04.20,1.23446,1.23520,1.22619,1.22877,91234,
2018.04.23,1.22722,1.22888,1.21968,1.22075,90539,
2018.04.24,1.22069,1.22441,1.21812,1.22310,80800,
2018.04.25,1.22311,1.22379,1.21592,1.21597,92804,
2018.04.26,1.21601,1.22091,1.20956,1.21023,82057,
2018.04.27,1.21031,1.21320,1.20564,1.21300,96885,
2018.04.30,1.21229,1.21381,1.20635,1.20769,96391,
2018.05.01,1.20763,1.20834,1.19822,1.19914,80224,
2018.05.02,1.19916,1.20291,1.19370,1.19457,85952,
2018.05.03,1.19460,1.20081,1.19460,1.19872,97041,
2018.05.04,1.19875,1.19947,1.19099,1.19597,91027,
2018.05.07,1.19566,1.19772,1.18968,1.19211,85164,
2018.05.08,1.19212,1.19381,1.18374,1.18633,108272,
2018.05.09,1.18633,1.18963,1.18221,1.18495,109040,
2018.05.10,1.18494,1.19400,1.18424,1.19138,100089,
2018.05.11,1.19137,1.19672,1.18942,1.19400,82205,
2018.05.14,1.19412,1.19954,1.19252,1.19259,93005,
2018.05.15,1.19253,1.19376,1.18194,1.18367,105861,
2018.05.16,1.18366,1.18536,1.17628,1.18063,114717,
2018.05.17,1.18070,1.18368,1.17756,1.17932,107332,
2018.05.18,1.17933,1.18214,1.17491,1.17689,91192,
2018.05.21,1.17696,1.17946,1.17159,1.17905,95848,
2018.05.22,1.17904,1.18291,1.17559,1.17776,102545,
2018.05.23,1.17776,1.17889,1.16751,1.16958,113079,
2018.05.24,1.16949,1.17499,1.16901,1.17185,111798,
2018.05.25,1.17184,1.17281,1.16447,1.16485,103874,
2018.05.28,1.16858,1.17276,1.16066,1.16235,103181,
2018.05.29,1.16233,1.16390,1.15135,1.15387,109596,
2018.05.30,1.15387,1.16692,1.15179,1.16615,99020,
2018.05.31,1.16616,1.17233,1.16414,1.16911,102387,
2018.06.01,1.16909,1.17174,1.16481,1.16574,94558,
2018.06.04,1.16586,1.17439,1.16556,1.16974,92664,
2018.06.05,1.16972,1.17314,1.16541,1.17165,63567,
2018.06.06,1.17165,1.17950,1.17106,1.17727,63346,
2018.06.07,1.17729,1.18392,1.17719,1.17968,69561,
2018.06.08,1.17967,1.18096,1.17264,1.17693,35133,
2018.06.11,1.17737,1.18185,1.17704,1.17836,42753,
2018.06.12,1.17836,1.18038,1.17325,1.17439,30260,
2018.06.13,1.17440,1.17971,1.17293,1.17859,59883,
2018.06.14,1.17859,1.18303,1.15747,1.15762,36795,
2018.06.15,1.15651,1.16263,1.15502,1.16084,41289,
2018.06.18,1.15868,1.16236,1.15695,1.16218,65440,
2018.06.19,1.16220,1.16439,1.15325,1.15875,59849,
2018.06.20,1.15873,1.15992,1.15323,1.15722,77806,
2018.06.21,1.15692,1.16327,1.15077,1.16022,87826,
2018.06.22,1.16022,1.16742,1.15977,1.16565,68444,
2018.06.25,1.16629,1.17105,1.16282,1.17012,59073,
2018.06.26,1.17011,1.17185,1.16351,1.16471,47565,
2018.06.27,1.16475,1.16713,1.15407,1.15527,77961,
2018.06.28,1.15514,1.15993,1.15264,1.15676,93839,
2018.06.29,1.15677,1.16860,1.15574,1.16820,55520,
2018.07.02,1.16758,1.16893,1.15905,1.16381,92563,
2018.07.03,1.16382,1.16723,1.16198,1.16560,85789,
2018.07.04,1.16559,1.16810,1.16300,1.16549,66504,
2018.07.05,1.16548,1.17194,1.16492,1.16895,89951,
2018.07.06,1.16895,1.17669,1.16793,1.17429,79945,
2018.07.09,1.17399,1.17899,1.17320,1.17495,79799,
2018.07.10,1.17495,1.17619,1.16895,1.17433,75129,
2018.07.11,1.17434,1.17576,1.16646,1.16719,90600,
2018.07.12,1.16718,1.16947,1.16490,1.16700,78784,
2018.07.13,1.16700,1.16864,1.16122,1.16828,76667,
2018.07.16,1.16895,1.17246,1.16749,1.17102,69825,
2018.07.17,1.17099,1.17439,1.16486,1.16606,68821,
2018.07.18,1.16606,1.16641,1.16062,1.16377,55436,
2018.07.19,1.16375,1.16694,1.15843,1.16407,62575,
2018.07.20,1.16402,1.17381,1.16274,1.17217,72363,
2018.07.23,1.17245,1.17506,1.16830,1.16909,73801,
2018.07.24,1.16911,1.17161,1.16538,1.16827,69444,
2018.07.25,1.16826,1.17379,1.16631,1.17214,72046,
2018.07.26,1.17215,1.17429,1.16395,1.16449,64768,
2018.07.27,1.16448,1.16635,1.16196,1.16559,51248,
2018.07.30,1.16559,1.17180,1.16474,1.17036,52622,
2018.07.31,1.17036,1.17452,1.16889,1.16900,57453,
2018.08.01,1.16899,1.16986,1.16565,1.16605,42494,
2018.08.02,1.16606,1.16669,1.15809,1.15839,46323,
2018.08.03,1.15839,1.16074,1.15627,1.15658,46155,
2018.08.06,1.15675,1.15702,1.15293,1.15524,49261,
2018.08.07,1.15525,1.16056,1.15496,1.15973,47582,
2018.08.08,1.15973,1.16274,1.15722,1.16089,47551,
2018.08.09,1.16090,1.16186,1.15244,1.15257,46828,
2018.08.10,1.15256,1.15357,1.13873,1.14098,47959,
2018.08.13,1.13700,1.14314,1.13669,1.13995,56866,
2018.08.14,1.13994,1.14287,1.13299,1.13423,59250,
2018.08.15,1.13425,1.13542,1.13065,1.13503,56046,
2018.08.16,1.13504,1.14036,1.13350,1.13752,51471,
2018.08.17,1.13750,1.14441,1.13657,1.14371,56594,
2018.08.20,1.14375,1.14842,1.13936,1.14798,62741,
2018.08.21,1.14798,1.16004,1.14784,1.15694,83735,
2018.08.22,1.15693,1.16221,1.15525,1.15961,75149,
2018.08.23,1.15958,1.15992,1.15290,1.15403,75218,
2018.08.24,1.15400,1.16391,1.15342,1.16207,70482,
2018.08.27,1.16147,1.16929,1.15938,1.16770,56098,
2018.08.28,1.16768,1.17328,1.16617,1.16931,69947,
2018.08.29,1.16931,1.17092,1.16512,1.17056,71005,
2018.08.30,1.17057,1.17175,1.16413,1.16690,67964,
2018.08.31,1.16700,1.16893,1.15838,1.16052,52385,
2018.09.03,1.15947,1.16271,1.15882,1.16173,50710,
2018.09.04,1.16162,1.16196,1.15295,1.15797,63390,
2018.09.05,1.15795,1.16385,1.15418,1.16295,60584,
2018.09.06,1.16291,1.16569,1.16046,1.16219,63451,
2018.09.07,1.16219,1.16486,1.15508,1.15529,61086,
2018.09.10,1.15476,1.16088,1.15250,1.15929,49894,
2018.09.11,1.15931,1.16433,1.15693,1.16038,46232,
2018.09.12,1.16039,1.16489,1.15693,1.16249,42953,
2018.09.13,1.16253,1.16957,1.16084,1.16887,43437,
2018.09.14,1.16885,1.17194,1.16243,1.16295,43018,
2018.09.17,1.16226,1.16975,1.16173,1.16823,42265,
2018.09.18,1.16820,1.17236,1.16512,1.16631,47710,
2018.09.19,1.16630,1.17132,1.16548,1.16711,43652,
2018.09.20,1.16712,1.17838,1.16681,1.17756,45509,
2018.09.21,1.17756,1.18020,1.17323,1.17533,39061,
2018.09.24,1.17466,1.18068,1.17245,1.17463,46467,
2018.09.25,1.17464,1.17917,1.17303,1.17662,49265,
2018.09.26,1.17662,1.17863,1.17337,1.17423,46743,
2018.09.27,1.17364,1.17564,1.16413,1.16660,48934,
2018.09.28,1.16400,1.16505,1.15760,1.16022,45941,
2018.10.01,1.16163,1.16185,1.15633,1.15773,46767,
2018.10.02,1.15771,1.15795,1.15109,1.15380,43353,
2018.10.03,1.15382,1.15929,1.14634,1.14792,54862,
2018.10.04,1.14793,1.15350,1.14627,1.15112,45995,
2018.10.05,1.15113,1.15331,1.14833,1.15219,46142,
2018.10.08,1.15197,1.15290,1.14592,1.14899,54647,
2018.10.09,1.14901,1.15027,1.14338,1.14892,56250,
2018.10.10,1.14892,1.15445,1.14830,1.15220,46208,
2018.10.11,1.15221,1.15963,1.15156,1.15942,41539,
2018.10.12,1.15942,1.16084,1.15336,1.15564,37466,
2018.10.15,1.15393,1.16055,1.15376,1.15787,43182,
2018.10.16,1.15787,1.16194,1.15654,1.15760,38686,
2018.10.17,1.15759,1.15799,1.14990,1.15021,38168,
2018.10.18,1.15021,1.15260,1.14484,1.14516,46026,
2018.10.19,1.14515,1.15232,1.14323,1.15117,72526,
2018.10.22,1.15146,1.15494,1.14550,1.14630,72484,
2018.10.23,1.14628,1.14928,1.14385,1.14691,74932,
2018.10.24,1.14691,1.14757,1.13800,1.13904,71231,
2018.10.25,1.13905,1.14320,1.13559,1.13728,55311,
2018.10.26,1.13729,1.14125,1.13350,1.14049,72648,
2018.10.29,1.13961,1.14154,1.13598,1.13714,71319,
2018.10.30,1.13725,1.13870,1.13398,1.13426,59101,
2018.10.31,1.13429,1.13592,1.13014,1.13213,65606,
2018.11.01,1.13214,1.14184,1.13066,1.14024,52830,
2018.11.02,1.14020,1.14492,1.13739,1.13856,42807,
2018.11.05,1.13857,1.14232,1.13523,1.14060,76250,
2018.11.06,1.14059,1.14371,1.13907,1.14253,80637,
2018.11.07,1.14241,1.14995,1.13938,1.14246,120268,
2018.11.08,1.14248,1.14460,1.13505,1.13623,96919,
2018.11.09,1.13622,1.13682,1.13156,1.13346,91949,
2018.11.12,1.13227,1.13299,1.12149,1.12169,92845,
2018.11.13,1.12167,1.12928,1.12157,1.12892,101025,
2018.11.14,1.12891,1.13467,1.12624,1.13073,100714,
2018.11.15,1.13062,1.13615,1.12698,1.13248,98862,
2018.11.16,1.13248,1.14193,1.13208,1.14144,87843,
2018.11.19,1.14121,1.14637,1.13932,1.14517,65798,
2018.11.20,1.14518,1.14716,1.13580,1.13688,76296,
2018.11.21,1.13688,1.14240,1.13627,1.13836,72541,
2018.11.22,1.13832,1.14332,1.13787,1.13996,65142,
2018.11.23,1.13994,1.14204,1.13268,1.13372,67988,
2018.11.26,1.13397,1.13830,1.13242,1.13266,69124,
2018.11.27,1.13267,1.13430,1.12768,1.12867,82694,
2018.11.28,1.12865,1.13861,1.12664,1.13652,78589,
2018.11.29,1.13652,1.14009,1.13480,1.13916,81023,
2018.11.30,1.13917,1.13995,1.13048,1.13165,76071,
2018.12.03,1.13507,1.13790,1.13186,1.13520,79601,
2018.12.04,1.13520,1.14180,1.13178,1.13412,91315,
2018.12.05,1.13410,1.13606,1.13098,1.13435,59883,
2018.12.06,1.13427,1.14109,1.13203,1.13712,87782,
2018.12.07,1.13712,1.14148,1.13597,1.13912,52340,
2018.12.10,1.13922,1.14420,1.13497,1.13537,60099,
2018.12.11,1.13536,1.13977,1.13056,1.13176,55570,
2018.12.12,1.13172,1.13864,1.13141,1.13610,68659,
2018.12.13,1.13609,1.13926,1.13305,1.13556,58407,
2018.12.14,1.13557,1.13643,1.12715,1.13045,58058,
2018.12.17,1.12997,1.13569,1.12960,1.13453,68805,
2018.12.18,1.13469,1.14015,1.13359,1.13651,71237,
2018.12.19,1.13650,1.14371,1.13556,1.13752,78561,
2018.12.20,1.13752,1.14842,1.13697,1.14450,82439,
2018.12.21,1.14449,1.14734,1.13553,1.13567,73360,
2018.12.24,1.13707,1.14378,1.13599,1.14159,77731,
2018.12.26,1.14136,1.14140,1.13420,1.13508,59190,
2018.12.27,1.13499,1.14534,1.13499,1.14283,120689,
2018.12.28,1.14283,1.14720,1.14240,1.14431,98055,
2018.12.31,1.14368,1.14654,1.14208,1.14446,69292,
2019.01.02,1.14451,1.14960,1.13244,1.13425,93370,
2019.01.03,1.13424,1.14103,1.13064,1.13917,125310,
2019.01.04,1.13916,1.14183,1.13454,1.13942,98296,
2019.01.07,1.13951,1.14818,1.13943,1.14732,82008,
2019.01.08,1.14733,1.14839,1.14218,1.14398,81351,
2019.01.09,1.14398,1.15571,1.14363,1.15408,93973,
2019.01.10,1.15409,1.15691,1.14895,1.14987,95437,
2019.01.11,1.14986,1.15395,1.14573,1.14671,79302,
2019.01.14,1.14577,1.14813,1.14498,1.14671,80239,
2019.01.15,1.14671,1.14890,1.13812,1.14114,100734,
2019.01.16,1.14113,1.14242,1.13772,1.13905,84707,
2019.01.17,1.13902,1.14053,1.13692,1.13873,81503,
2019.01.18,1.13872,1.14094,1.13560,1.13610,71850,
2019.01.21,1.13598,1.13904,1.13560,1.13650,53697,
2019.01.22,1.13659,1.13730,1.13352,1.13587,71709,
2019.01.23,1.13587,1.13937,1.13496,1.13800,71809,
2019.01.24,1.13797,1.13907,1.12887,1.13038,91406,
2019.01.25,1.13037,1.14168,1.12990,1.14046,93903,
2019.01.28,1.14007,1.14430,1.13894,1.14251,69319,
2019.01.29,1.14251,1.14495,1.14130,1.14312,86410,
2019.01.30,1.14314,1.15007,1.14055,1.14779,87982,
2019.01.31,1.14780,1.15135,1.14349,1.14461,94548,
2019.02.01,1.14459,1.14877,1.14336,1.14554,74876,
2019.02.04,1.14510,1.14597,1.14235,1.14350,64711,
2019.02.05,1.14349,1.14398,1.14004,1.14043,66318,
2019.02.06,1.14043,1.14087,1.13599,1.13607,65405,
2019.02.07,1.13610,1.13677,1.13238,1.13385,70627,
2019.02.08,1.13382,1.13501,1.13198,1.13201,55309,
2019.02.11,1.13203,1.13293,1.12665,1.12748,58964,
2019.02.12,1.12746,1.13389,1.12571,1.13246,60265,
2019.02.13,1.13244,1.13407,1.12594,1.12595,63989,
2019.02.14,1.12594,1.13090,1.12484,1.12939,68523,
2019.02.15,1.12940,1.13054,1.12334,1.12963,68566,
2019.02.18,1.12913,1.13331,1.12880,1.13081,45773,
2019.02.19,1.13074,1.13567,1.12748,1.13392,70880,
2019.02.20,1.13393,1.13704,1.13242,1.13351,69046,
2019.02.21,1.13357,1.13657,1.13187,1.13330,80021,
2019.02.22,1.13330,1.13549,1.13154,1.13334,66423,
2019.02.25,1.13361,1.13669,1.13276,1.13560,63924,
2019.02.26,1.13562,1.14021,1.13445,1.13880,70912,
2019.02.27,1.13878,1.14028,1.13616,1.13685,74292,
2019.02.28,1.13684,1.14189,1.13585,1.13696,73721,
2019.03.01,1.13697,1.14078,1.13526,1.13643,72589,
2019.03.04,1.13810,1.13810,1.13083,1.13386,67823,
2019.03.05,1.13387,1.13400,1.13153,1.13284,39821,
